id,zona,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud
8312,Zona Oeste,4,6,1300,318,2,4,2,Apartamento,arboleda,-76576,3454
8311,Zona Oeste,1,6,480,300,1,4,4,Casa,normandía,-76571,3454
8307,Zona Oeste,NA,5,1200,800,4,7,5,Casa,miraflores,-76568,3455
8296,Zona Sur,2,3,220,150,1,2,4,Casa,el guabal,-76565,3417
8297,Zona Oeste,NA,5,330,112,2,4,3,Casa,bella suiza alta,-76565,3408
8298,Zona Sur,NA,5,1350,390,8,10,10,Casa,bella suiza alta,-76565,3409
8299,Zona Sur,2,6,305,125,2,3,3,Apartamento,bella suiza,-76565,3408
8300,Zona Oeste,NA,5,480,280,4,4,4,Apartamento,bella suiza alta,-76565,3408
8286,Zona Sur,NA,5,275,74,1,2,3,Apartamento,valle del lili,-76564,3409
8287,Zona Sur,2,5,285,120,2,4,3,Apartamento,bella suiza,-76564,3.41
8288,Zona Sur,1,5,310,166,2,4,3,Apartamento,bella suiza,-76564,3.41
8281,Zona Oeste,NA,3,175,155,NA,4,6,Casa,el nacional,-76563,3421
8282,Zona Oeste,6,6,640,157,2,3,3,Apartamento,santa teresita,-76563,3418
8283,Zona Oeste,NA,3,98,60,NA,2,3,Apartamento,aguacatal,-76563,3458
8274,Zona Oeste,2,5,416,98,1,2,2,Apartamento,santa teresita,-76562,3418
8275,Zona Oeste,8,6,700,123,2,3,4,Apartamento,bellavista,-76562,3423
8276,Zona Oeste,NA,5,393,131,2,3,3,Apartamento,bellavista,-76562,3423
8277,Zona Oeste,6,6,700,240,2,5,4,Apartamento,el peñon,-76562,3.45139
8265,Zona Sur,NA,6,1390,350,4,7,3,Casa,la riverita,-76561,3455
8266,Zona Oeste,NA,6,360,90,1,1,2,Apartamento,normandía,-76561,3453
8267,Zona Oeste,3,3,110,55,NA,1,3,Apartamento,miradol del aguacatal,-76561,3461
8268,Zona Oeste,NA,3,142,50,NA,1,2,Apartamento,aguacatal,-76561,3455
8269,Zona Oeste,NA,4,123,60,NA,1,2,Apartamento,aguacatal,-76561,3455
8226,Zona Oeste,NA,3,165,114,NA,4,6,Casa,terrón colorado,-76559,3452
8227,Zona Oeste,1,6,1400,300,2,4,3,Apartamento,normandía,-76559,3375
8228,Zona Sur,1,3,145,60,1,2,3,Apartamento,mel√©ndez,-76559,3386
8229,Zona Sur,8,4,240,90,1,2,3,Apartamento,guadalupe,-76559,3417
8230,Zona Oeste,4,6,440,97,2,2,2,Apartamento,cristales,-76559,3419
8231,Zona Oeste,9,6,750,150,2,4,3,Apartamento,cristales,-76559,3419
8232,Zona Oeste,2,6,900,250,NA,5,4,Apartamento,bellavista,-76559,3419
8233,Zona Oeste,NA,6,900,342,3,5,3,Apartamento,la arboleda,-76559,3388
8234,Zona Oeste,NA,6,1100,320,3,4,3,Apartamento,aguacatal,-76559,3458
8214,Zona Sur,3,5,850,320,2,6,5,Casa,brisas de guadalupe,-76558,3412
8215,Zona Oeste,9,6,1200,194,3,4,3,Apartamento,santa teresita,-76558,3447
8185,Zona Sur,3,3,700,700,NA,3,6,Casa,el refugio,-76557,3395
8186,Zona Sur,NA,5,420,310,2,3,4,Casa,altos de guadalupe,-76557,3408
8187,Zona Sur,2,5,650,200,2,4,3,Casa,altos de guadalupe,-76557,3408
8188,Zona Oeste,NA,5,340,150,2,4,4,Apartamento,seminario,-76557,3408
8189,Zona Oeste,8,5,690,142,2,3,3,Apartamento,santa teresita,-76557,3447
8190,Zona Oeste,9,6,560,140,2,3,3,Apartamento,santa teresita,-76557,3447
8191,Zona Sur,NA,6,800,221,2,4,3,Apartamento,santa teresita,-76557,3389
8192,Zona Sur,5,4,225,74,1,2,3,Apartamento,el refugio,-76557,3397
8193,Zona Sur,5,4,310,100,2,2,4,Apartamento,el refugio,-76557,3397
8194,Zona Oeste,NA,5,308,100,2,2,3,Apartamento,guadalupe alto,-76557,3411
8195,Zona Oeste,NA,4,117,53,NA,1,2,Apartamento,aguacatal,-76557,3456
8196,Zona Oeste,NA,6,1220,229,3,3,3,Apartamento,aguacatal,-76557,3459
8197,Zona Oeste,1,6,1100,216,3,3,3,Apartamento,aguacatal,-76557,3459
8198,Zona Oeste,5,6,950,217,3,4,3,Apartamento,aguacatal,-76557,3459
8199,Zona Sur,NA,6,875,194,2,5,3,Apartamento,aguacatal,-76557,3459
8146,Zona Sur,NA,4,240,110,1,3,4,Casa,seminario,-76556,3421
8147,Zona Sur,2,5,300,360,NA,5,8,Casa,el refugio,-76556,3394
8148,Zona Sur,2,5,590,540,NA,5,5,Casa,pampalinda,-76556,3405
8149,Zona Sur,2,4,450,170,1,2,3,Casa,guadalupe,-76556,3417
8150,Zona Sur,2,6,545,142,2,4,3,Casa,cuarto de legua,-76556,3.41
8151,Zona Sur,2,5,350,117,2,3,3,Casa,cerros de guadalupe,-76556,3409
8152,Zona Oeste,NA,6,1250,225,3,3,3,Apartamento,santa teresita,-76556,3447
8153,Zona Oeste,2,6,800,162,3,4,3,Apartamento,santa teresita,-76556,3449
8154,Zona Oeste,NA,5,410,96,2,3,2,Apartamento,santa teresita,-76556,3.41832
8155,Zona Oeste,NA,5,450,190,1,4,3,Apartamento,el peñon,-76556,3451
8156,Zona Oeste,1,6,1400,400,2,5,3,Apartamento,normandía,-76556,3451
8157,Zona Oeste,4,6,1000,289,4,5,3,Apartamento,normandía,-76556,3451
8158,Zona Oeste,12,6,1250,286,4,5,4,Apartamento,normandía,-76556,3451
8159,Zona Oeste,8,6,1400,320,3,5,3,Apartamento,normandía,-76556,3451
8160,Zona Oeste,NA,6,580,180,2,3,3,Apartamento,normandía,-76556,3451
8161,Zona Oeste,6,6,1300,360,4,5,4,Apartamento,normandia,-76556,3451
8162,Zona Oeste,1,6,1400,244,2,6,3,Apartamento,normandía,-76556,3451
8163,Zona Oeste,NA,6,595,118,2,3,2,Apartamento,normandía west point,-76556,3451
8164,Zona Sur,2,3,115,58,1,1,3,Apartamento,el gran limonar,-76556,3405
8165,Zona Sur,NA,5,210,93,1,2,3,Apartamento,la cascada,-76556,3.4
8166,Zona Oeste,11,6,1050,216,3,5,3,Apartamento,aguacatal,-76556,3458
8167,Zona Oeste,NA,6,1200,365,3,5,4,Apartamento,aguacatal,-76556,3451
8082,Zona Oeste,NA,6,1200,300,2,5,5,Casa,santa teresita,-76555,3447
8083,Zona Sur,NA,4,430,220,3,3,5,Casa,el refugio,-76555,3395
8084,Zona Sur,2,5,420,200,2,4,6,Casa,puente palma,-76555,3404
8085,Zona Sur,2,3,210,240,1,2,7,Casa,prados del sur,-76555,3.38805
8086,Zona Sur,NA,3,220,240,1,3,7,Casa,prados del sur,-76555,3.39
8087,Zona Sur,2,5,410,150,2,3,3,Casa,nueva tequendama,-76555,3413
8088,Zona Norte,NA,3,149,130,NA,2,3,Casa,brisas de los,-76555,3417
8089,Zona Sur,2,4,225,85,1,2,3,Apartamento,valle del lili,-76555,3426
8090,Zona Sur,7,4,225,72,1,2,3,Apartamento,seminario,-76555,3413
8091,Zona Sur,4,5,377,115,2,4,3,Apartamento,seminario,-76555,3.41
8092,Zona Sur,NA,5,170,65,1,2,3,Apartamento,seminario,-76555,3408
8093,Zona Oeste,NA,6,730,133,2,3,3,Apartamento,santa teresita,-76555,3449
8094,Zona Oeste,NA,6,1395,230,2,4,3,Apartamento,santa teresita,-76555,3447
8095,Zona Oeste,6,6,1450,229,3,4,3,Apartamento,santa teresita,-76555,3448
8096,Zona Oeste,2,6,1350,229,3,5,3,Apartamento,santa teresita,-76555,3448
8097,Zona Oeste,7,6,600,278,3,5,3,Apartamento,santa teresita,-76555,3417
8098,Zona Oeste,9,6,1300,224,3,4,3,Apartamento,santa teresita,-76555,3448
8099,Zona Sur,NA,5,199,109,1,2,2,Apartamento,el refugio,-76555,3403
8100,Zona Oeste,6,5,450,128,2,4,4,Apartamento,cristales,-76555,3429
8101,Zona Oeste,7,5,465,132,2,4,3,Apartamento,bellavista,-76555,3445
8102,Zona Sur,5,5,344,107,2,2,3,Apartamento,altos de guadalupe,-76555,3.41
8004,Zona Sur,NA,5,450,260,2,4,4,Casa,urbanización las cascadas,-76554,3401
8005,Zona Oeste,NA,5,330,145,3,4,3,Casa,bellavista,-76554,3442
8006,Zona Sur,NA,5,260,84,1,3,3,Apartamento,sector cañaveralejo guadalupe,-76554,3411
8007,Zona Oeste,NA,6,410,129,NA,0,0,Apartamento,santa teresita,-76554,3447
8008,Zona Oeste,5,6,450,217,2,3,3,Apartamento,santa teresita,-76554,3.45
8009,Zona Oeste,NA,6,490,180,1,2,3,Apartamento,santa teresita,-76554,3452
8010,Zona Oeste,NA,6,1330,229,3,5,4,Apartamento,santa teresita,-76554,3445
8011,Zona Oeste,9,6,1600,457,4,5,4,Apartamento,santa teresita,-76554,3446
8012,Zona Oeste,1,6,440,119,3,2,2,Apartamento,santa teresita,-76554,3.45
8013,Zona Oeste,8,5,1300,300,3,7,5,Apartamento,santa teresita,-76554,3448
8014,Zona Sur,NA,6,700,152,2,4,3,Apartamento,santa teresita,-76554,3448
8015,Zona Sur,NA,6,590,142,2,4,3,Apartamento,santa teresita,-76554,3448
8016,Zona Oeste,3,6,430,186,2,3,3,Apartamento,santa teresita,-76554,3.45
8017,Zona Oeste,NA,6,230,110,1,2,4,Apartamento,santa rita,-76554,3452
8018,Zona Oeste,3,6,290,108,2,3,3,Apartamento,santa rita,-76554,3452
8019,Zona Oeste,NA,5,420,170,2,3,2,Apartamento,santa rita,-76554,3452
8020,Zona Oeste,1,6,1900,261,3,4,3,Apartamento,santa rita,-76554,3452
8021,Zona Oeste,8,6,1550,238,3,4,3,Apartamento,santa rita,-76554,3452
8022,Zona Oeste,4,6,1850,305,4,4,3,Apartamento,santa rita,-76554,3452
8023,Zona Oeste,2,6,1800,304,3,4,3,Apartamento,santa rita,-76554,3452
8024,Zona Oeste,NA,6,380,140,2,4,3,Apartamento,santa rita,-76554,3452
8025,Zona Norte,NA,4,310,120,1,3,2,Apartamento,san pedro,-76554,3426
8026,Zona Sur,5,5,199,101,1,3,4,Apartamento,pampalinda,-76554,3406
8027,Zona Sur,NA,4,78,46,1,1,2,Apartamento,mel√©ndez,-76554,3371
8028,Zona Sur,5,3,100,48,NA,1,2,Apartamento,mel√©ndez,-76554,3372
8029,Zona Sur,8,6,720,195,NA,4,4,Apartamento,cuarto de legua,-76554,3411
8030,Zona Oeste,NA,5,534,123,2,3,4,Apartamento,cristales,-76554,3.43
8031,Zona Oeste,8,6,550,125,2,3,4,Apartamento,cristales,-76554,3.43
7903,Zona Oeste,2,4,325,355,2,3,4,Casa,santa rita,-76553,3453
7904,Zona Sur,3,5,820,279,1,3,4,Casa,santa isabel,-76553,3428
7905,Zona Sur,2,5,600,290,3,3,4,Casa,pampalinda,-76553,3398
7906,Zona Sur,2,5,600,300,3,4,4,Casa,pampalinda,-76553,3.4
7907,Zona Sur,NA,4,190,145,1,3,3,Casa,caney,-76553,3398
7908,Zona Oeste,8,6,1050,300,4,4,4,Apartamento,santa teresita,-76553,3448
7909,Zona Oeste,7,6,680,153,2,4,3,Apartamento,santa teresita,-76553,3447
7910,Zona Oeste,NA,6,1800,480,4,5,5,Apartamento,santa teresita,-76553,3449
7911,Zona Sur,7,6,750,121,2,3,3,Apartamento,santa teresita,-76553,3447
7912,Zona Oeste,NA,6,1230,229,2,4,3,Apartamento,santa teresita,-76553,3452
7913,Zona Oeste,5,6,732,131,2,3,3,Apartamento,santa teresita,-76553,3449
7914,Zona Oeste,6,6,640,157,2,4,4,Apartamento,santa teresita,-76553,3448
7915,Zona Oeste,NA,6,524,131,2,4,3,Apartamento,santa teresita,-76553,3448
7916,Zona Oeste,8,6,1100,301,3,5,5,Apartamento,santa teresita,-76553,3449
7917,Zona Oeste,7,6,1850,430,2,4,4,Apartamento,santa teresita,-76553,3448
7918,Zona Oeste,2,5,600,142,2,4,3,Apartamento,santa teresita,-76553,3449
7919,Zona Oeste,3,6,980,276,2,3,3,Apartamento,santa teresita,-76553,3449
7920,Zona Oeste,3,6,490,227,2,3,3,Apartamento,santa rita,-76553,3452
7921,Zona Oeste,NA,6,1400,296,2,4,4,Apartamento,santa rita,-76553,3451
7922,Zona Oeste,3,5,279,102,2,3,3,Apartamento,santa rita,-76553,3452
7923,Zona Oeste,3,6,1300,334,6,5,3,Apartamento,santa rita,-76553,3451
7924,Zona Sur,NA,4,220,78,1,2,3,Apartamento,el refugio,-76553,3398
7925,Zona Sur,3,4,220,113,1,2,3,Apartamento,el refugio,-76553,3398
7926,Zona Sur,5,3,105,59,1,2,2,Apartamento,mel√©ndez,-76553,3415
7927,Zona Oeste,NA,5,480,184,2,4,4,Apartamento,los cristales,-76553,3.43091
7928,Zona Oeste,3,6,520,123,2,5,3,Apartamento,los cristales,-76553,3.43091
7929,Zona Oeste,2,6,510,126,2,3,3,Apartamento,los cristales,-76553,3.43091
7930,Zona Oeste,10,6,494,125,2,3,2,Apartamento,los cristales club,-76553,3431
7931,Zona Oeste,1,6,580,153,2,5,3,Apartamento,cristales,-76553,3429
7932,Zona Oeste,3,6,575,143,2,5,3,Apartamento,cristales,-76553,3.43
7933,Zona Oeste,NA,5,385,123,1,4,3,Apartamento,cristales,-76553,3.43
7934,Zona Oeste,3,6,620,143,2,4,3,Apartamento,cristales,-76553,3431
7935,Zona Oeste,NA,6,530,123,1,3,3,Apartamento,cristales,-76553,3.43
7936,Zona Oeste,4,5,470,89,2,3,2,Apartamento,cristales,-76553,3431
7937,Zona Oeste,2,6,310,84,2,2,2,Apartamento,cristales,-76553,3432
7938,Zona Oeste,10,6,850,168,2,4,3,Apartamento,cristales,-76553,3.43
7939,Zona Oeste,NA,6,887,184,2,4,3,Apartamento,cristales,-76553,3436
7940,Zona Oeste,NA,6,1150,225,2,4,3,Apartamento,cristales,-76553,3436
7941,Zona Sur,NA,5,350,90,1,2,3,Apartamento,cerro cristales,-76553,3.43
7942,Zona Sur,1,4,175,75,1,2,3,Apartamento,caldas,-76553,3393
7943,Zona Oeste,NA,5,380,110,2,2,3,Apartamento,bellavista,-76553,3443
7944,Zona Oeste,NA,5,300,107,2,2,2,Apartamento,bellavista,-76553,3442
7945,Zona Oeste,2,6,1700,340,4,4,3,Apartamento,la arboleda,-76553,3451
7946,Zona Sur,10,3,230,63,1,2,2,Apartamento,alto jordán,-76553,3372
7947,Zona Oeste,NA,3,135,60,1,2,3,Apartamento,aguacatal,-76553,3.45
7948,Zona Oeste,NA,6,610,148,2,3,3,Apartamento,aguacatal,-76553,3431
7949,Zona Oeste,NA,6,850,196,2,4,3,Apartamento,aguacatal,-76553,3459
7773,Zona Oeste,NA,6,870,270,2,4,3,Casa,santa teresita,-76552,3449
7774,Zona Sur,NA,4,750,792,4,7,5,Casa,santa isabel,-76552,3426
7775,Zona Sur,3,5,390,187,3,4,4,Casa,el refugio,-76552,3398
7776,Zona Sur,3,4,320,220,2,3,4,Casa,el refugio,-76552,3397
7777,Zona Sur,3,5,390,188,3,4,4,Casa,el refugio,-76552,3398
7778,Zona Sur,3,4,400,130,2,3,3,Casa,el refugio,-76552,3398
7779,Zona Sur,3,4,245,150,1,3,4,Casa,el refugio,-76552,3399
7780,Zona Sur,2,5,425,220,2,3,3,Casa,cuarto de legua,-76552,3.41
7781,Zona Oeste,2,6,650,233,1,4,3,Casa,bellavista,-76552,3441
7782,Zona Oeste,NA,6,920,284,4,4,3,Casa,aguacatal,-76552,3457
7783,Zona Oeste,NA,6,850,214,2,4,4,Apartamento,santa teresita,-76552,3.45
7784,Zona Oeste,3,6,580,143,2,4,4,Apartamento,santa teresita,-76552,3448
7785,Zona Oeste,8,6,1800,450,4,5,4,Apartamento,santa teresita,-76552,3448
7786,Zona Oeste,NA,6,750,180,2,5,3,Apartamento,santa teresita,-76552,3447
7787,Zona Oeste,NA,6,720,164,2,5,3,Apartamento,santa teresita,-76552,3447
7788,Zona Oeste,6,6,1150,256,3,4,3,Apartamento,santa teresita,-76552,3451
7789,Zona Sur,NA,4,360,175,2,4,4,Apartamento,refugio,-76552,3396
7790,Zona Sur,5,5,260,128,1,4,4,Apartamento,pampalinda,-76552,3408
7791,Zona Oeste,7,5,640,166,2,2,3,Apartamento,normandía,-76552,3455
7792,Zona Oeste,2,6,1100,187,2,4,3,Apartamento,normandía,-76552,3452
7793,Zona Oeste,11,6,1400,230,3,4,3,Apartamento,normandía,-76552,3458
7794,Zona Oeste,NA,6,1200,238,4,3,3,Apartamento,normandía,-76552,3426
7795,Zona Oeste,NA,6,990,202,2,4,3,Apartamento,normandía,-76552,3459
7796,Zona Sur,NA,3,97,60,1,2,3,Apartamento,napoles,-76552,3389
7797,Zona Oriente,NA,3,120,58,NA,1,3,Apartamento,mel√©ndez,-76552,3372
7798,Zona Oeste,8,6,470,125,2,4,4,Apartamento,los cristales,-76552,3.43113
7799,Zona Oeste,1,6,710,136,2,5,3,Apartamento,los cristales,-76552,3431
7800,Zona Sur,NA,4,252,95,2,2,4,Apartamento,el lido,-76552,3419
7801,Zona Sur,NA,4,220,83,1,2,3,Apartamento,el lido,-76552,3419
7802,Zona Sur,5,4,210,90,1,3,4,Apartamento,el lido,-76552,3419
7803,Zona Oeste,4,6,475,97,2,3,3,Apartamento,cristales,-76552,3426
7804,Zona Oeste,NA,6,700,160,2,4,3,Apartamento,cristales,-76552,3431
7805,Zona Oeste,9,5,430,104,2,2,3,Apartamento,cristales,-76552,3425
7806,Zona Oeste,4,4,430,124,2,3,3,Apartamento,cristales,-76552,3431
7807,Zona Oeste,4,6,385,103,2,2,3,Apartamento,cristales,-76552,3433
7808,Zona Oeste,7,5,430,104,2,4,2,Apartamento,cristales,-76552,3427
7809,Zona Oeste,NA,5,389,108,1,4,3,Apartamento,cristales,-76552,3431
7810,Zona Sur,NA,3,155,150,NA,2,6,Apartamento,colinas del sur,-76552,3389
7811,Zona Oeste,8,5,750,220,NA,4,3,Apartamento,bellavista,-76552,3445
7812,Zona Oeste,NA,6,500,125,2,3,3,Apartamento,altos de santa,-76552,3431
7813,Zona Oeste,11,6,980,195,2,4,5,Apartamento,aguacatal,-76552,3457
7814,Zona Oeste,NA,6,1050,240,3,4,3,Apartamento,aguacatal,-76552,3457
7815,Zona Norte,NA,6,490,227,NA,3,4,Apartamento,acopi,-76552,3.45147
7635,Zona Sur,NA,5,230,120,NA,1,2,Casa,san fernando,-76551,3431
7636,Zona Sur,NA,4,390,120,3,4,4,Casa,el refugio,-76551,3396
7637,Zona Sur,NA,4,250,140,2,3,4,Casa,el refugio,-76551,3.4
7638,Zona Sur,NA,5,420,211,NA,5,4,Casa,pampalinda,-76551,3407
7639,Zona Sur,NA,4,538,400,2,4,8,Casa,el lido,-76551,3418
7640,Zona Sur,NA,5,600,403,2,7,5,Casa,cuarto de legua,-76551,3409
7641,Zona Sur,NA,5,450,220,2,4,3,Casa,cuarto de legua,-76551,3409
7642,Zona Sur,2,5,520,310,2,4,3,Casa,cuarto de legua,-76551,3409
7643,Zona Sur,6,5,240,79,1,2,2,Apartamento,sector cañaveralejo guadalupe,-76551,3.41
7644,Zona Oeste,8,6,950,262,2,3,3,Apartamento,santa teresita,-76551,3442
7645,Zona Oeste,3,6,1300,228,3,5,3,Apartamento,santa teresita,-76551,3449
7646,Zona Oeste,5,6,1584,257,3,4,3,Apartamento,santa rita,-76551,3453
7647,Zona Sur,NA,4,123,63,1,1,2,Apartamento,el refugio,-76551,3399
7648,Zona Sur,NA,5,490,237,2,4,4,Apartamento,el refugio,-76551,3399
7649,Zona Sur,4,4,210,69,2,2,3,Apartamento,el refugio,-76551,3396
7650,Zona Sur,4,4,165,55,NA,1,3,Apartamento,el refugio,-76551,3398
7651,Zona Sur,3,4,260,80,1,2,2,Apartamento,el refugio,-76551,3.4
7652,Zona Sur,8,4,495,237,2,4,3,Apartamento,el refugio,-76551,3399
7653,Zona Sur,NA,3,110,49,NA,1,3,Apartamento,mel√©ndez,-76551,3372
7654,Zona Sur,NA,3,120,57,NA,2,3,Apartamento,mel√©ndez,-76551,3372
7655,Zona Sur,4,4,90,53,NA,1,3,Apartamento,mel√©ndez,-76551,3372
7656,Zona Sur,NA,3,110,44,NA,2,2,Apartamento,el jordán,-76551,3372
7657,Zona Sur,6,5,260,84,2,2,2,Apartamento,guadalupe,-76551,3.41
7658,Zona Sur,6,5,520,320,2,4,4,Apartamento,cuarto de legua,-76551,3409
7659,Zona Oeste,2,5,425,117,2,3,3,Apartamento,cristales,-76551,3429
7660,Zona Oeste,NA,6,460,130,2,2,2,Apartamento,cristales,-76551,3436
7661,Zona Oeste,NA,5,400,104,2,3,4,Apartamento,cristales,-76551,3.43
7662,Zona Oeste,3,6,365,103,2,2,3,Apartamento,cristales,-76551,3431
7663,Zona Oeste,NA,6,1000,236,3,4,3,Apartamento,aguacatal,-76551,3457
7330,Zona Oeste,2,5,450,280,1,3,4,Casa,santa rita,-76549,3449
7331,Zona Sur,NA,5,380,144,1,0,3,Casa,pampalinda,-76549,3406
7332,Zona Oeste,NA,6,780,400,NA,0,0,Casa,los cristales,-76549,3451
7333,Zona Sur,NA,3,1300,600,NA,10,10,Casa,el lido,-76549,3423
7334,Zona Sur,NA,5,750,270,NA,4,3,Casa,cuarto de legua,-76549,3409
7335,Zona Oeste,NA,6,1650,470,2,3,3,Casa,cristales,-76549,3.44
7336,Zona Oeste,NA,5,430,140,1,3,3,Apartamento,santa teresita,-76549,3449
7337,Zona Oeste,1,6,780,160,2,3,3,Apartamento,santa teresita,-76549,3448
7338,Zona Oeste,7,6,790,192,2,5,3,Apartamento,santa teresita,-76549,3455
7339,Zona Oeste,NA,6,685,144,2,3,3,Apartamento,santa teresita,-76549,3451
7340,Zona Oeste,NA,6,1000,320,3,4,3,Apartamento,santa rita,-76549,3455
7341,Zona Oeste,12,6,1100,387,4,5,4,Apartamento,santa rita,-76549,3454
7342,Zona Oeste,7,5,780,140,2,3,3,Apartamento,santa isabel,-76549,3.42942
7343,Zona Oeste,3,5,450,115,2,3,3,Apartamento,santa isabel,-76549,3429
7344,Zona Sur,NA,5,300,90,1,3,4,Apartamento,santa isabel,-76549,3428
7345,Zona Sur,NA,3,510,200,2,5,5,Apartamento,san fernando,-76549,3428
7346,Zona Sur,9,6,1350,212,3,5,3,Apartamento,pance,-76549,3343
7347,Zona Oeste,5,6,1000,264,3,3,3,Apartamento,normandía,-76549,3452
7348,Zona Sur,NA,3,125,56,NA,2,3,Apartamento,mel√©ndez,-76549,3377
7349,Zona Sur,1,3,165,65,1,2,3,Apartamento,mel√©ndez,-76549,3396
7350,Zona Oeste,3,5,480,180,2,4,3,Apartamento,los cristales,-76549,3442
7351,Zona Norte,NA,4,145,55,1,2,2,Apartamento,el lido,-76549,3418
7352,Zona Sur,NA,5,185,81,1,2,3,Apartamento,cuarto de legua,-76549,3408
7353,Zona Oeste,3,6,165,63,NA,1,2,Apartamento,cristales,-76549,3452
7354,Zona Oeste,NA,6,1090,284,4,5,4,Apartamento,cristales,-76549,3434
7355,Zona Oeste,NA,5,1385,277,3,3,4,Apartamento,cristales,-76549,3.44
7356,Zona Oeste,NA,6,330,76,1,2,2,Apartamento,cristales,-76549,3.44
7357,Zona Oeste,NA,6,425,104,2,4,3,Apartamento,cristales,-76549,3432
7358,Zona Oeste,1,5,520,88,2,3,2,Apartamento,cristales,-76549,3429
7359,Zona Oeste,2,6,240,103,1,2,3,Apartamento,cristales,-76549,3452
7360,Zona Oeste,6,6,630,166,2,2,2,Apartamento,cristales,-76549,3433
7361,Zona Oeste,6,6,1100,313,4,4,3,Apartamento,cristales,-76549,3436
7362,Zona Oeste,6,5,320,130,1,3,3,Apartamento,centenario,-76549,3387
7363,Zona Oeste,NA,6,750,318,2,5,3,Apartamento,bosques de alboleda,-76549,3451
7364,Zona Sur,NA,4,230,65,1,2,3,Apartamento,bochalema,-76549,3418
7365,Zona Sur,NA,4,270,89,1,2,3,Apartamento,bochalema,-76549,3422
7366,Zona Oeste,NA,6,1800,235,4,3,2,Apartamento,la arboleda,-76549,3448
7367,Zona Oeste,NA,6,1700,373,4,4,2,Apartamento,arboleda,-76549,3448
7368,Zona Oeste,10,6,680,164,2,4,3,Apartamento,aguacatal,-76549,3455
7369,Zona Oeste,3,6,750,179,2,4,3,Apartamento,aguacatal,-76549,3455
7370,Zona Oeste,NA,6,685,186,2,5,3,Apartamento,aguacatal,-76549,3447
7148,Zona Oeste,NA,6,1590,530,6,4,3,Casa,tejares cristales,-76548,3437
7149,Zona Sur,4,4,420,250,2,4,6,Casa,santa isabel,-76548,3426
7150,Zona Sur,3,4,650,460,1,3,8,Casa,el refugio,-76548,3.4
7151,Zona Sur,1,6,1400,619,5,7,5,Casa,pance,-76548,3337
7152,Zona Sur,2,6,1150,700,6,6,6,Casa,pance,-76548,3338
7153,Zona Sur,NA,6,1200,650,6,6,6,Casa,pance,-76548,3337
7154,Zona Sur,NA,5,600,328,1,5,6,Casa,el gran limonar,-76548,3383
7155,Zona Oeste,2,6,700,295,2,4,4,Casa,cristales,-76548,3441
7156,Zona Oeste,2,6,720,292,2,3,4,Casa,cristales,-76548,3.44
7157,Zona Oeste,4,6,790,400,2,5,3,Casa,cristales,-76548,3448
7158,Zona Sur,NA,6,550,133,2,3,3,Casa,ciudad jardín,-76548,3416
7159,Zona Oeste,NA,5,680,240,2,5,3,Casa,bellavista,-76548,3448
7160,Zona Oeste,2,6,1200,435,2,4,4,Casa,bellavista,-76548,3446
7161,Zona Sur,4,4,230,91,1,3,3,Apartamento,tequendama,-76548,3408
7162,Zona Sur,4,6,850,222,2,3,3,Apartamento,santa teresita,-76548,3453
7163,Zona Oeste,1,6,330,160,1,3,2,Apartamento,santa teresita,-76548,3455
7164,Zona Oeste,NA,6,580,217,2,5,4,Apartamento,santa teresita,-76548,3452
7165,Zona Oeste,NA,6,650,240,3,3,4,Apartamento,santa teresita,-76548,3446
7166,Zona Oeste,NA,6,950,326,3,4,3,Apartamento,santa teresita,-76548,3446
7167,Zona Oeste,NA,5,950,326,3,4,3,Apartamento,santa teresita,-76548,3446
7168,Zona Oeste,11,5,1090,367,2,6,5,Apartamento,santa teresita,-76548,3452
7169,Zona Oeste,2,4,208,88,1,2,3,Apartamento,santa isabel,-76548,3428
7170,Zona Sur,1,4,358,114,1,2,3,Apartamento,santa isabel,-76548,3427
7171,Zona Sur,NA,3,260,300,1,4,5,Apartamento,san joaquin,-76548,3412
7172,Zona Sur,4,4,165,90,1,3,3,Apartamento,el refugio,-76548,3396
7173,Zona Oeste,NA,6,800,198,2,3,4,Apartamento,el peñon,-76548,3446
7174,Zona Sur,NA,6,590,138,3,4,3,Apartamento,pance,-76548,3342
7175,Zona Sur,NA,6,600,135,3,3,3,Apartamento,pance,-76548,3342
7176,Zona Sur,NA,6,1150,344,NA,6,4,Apartamento,pance,-76548,3349
7177,Zona Sur,4,6,570,135,2,4,3,Apartamento,pance,-76548,3341
7178,Zona Sur,NA,4,195,85,1,2,3,Apartamento,pampalinda,-76548,3406
7179,Zona Sur,2,3,125,53,1,1,2,Apartamento,mel√©ndez,-76548,3377
7180,Zona Sur,8,3,150,65,1,2,3,Apartamento,mel√©ndez,-76548,3372
7181,Zona Sur,NA,3,175,74,1,3,3,Apartamento,mel√©ndez,-76548,3372
7182,Zona Sur,NA,5,730,573,3,8,5,Apartamento,guadalupe,-76548,3408
7183,Zona Sur,NA,5,230,72,1,2,3,Apartamento,cuarto de legua,-76548,3407
7184,Zona Sur,NA,5,240,95,1,3,3,Apartamento,cuarto de legua,-76548,3409
7185,Zona Oeste,3,5,270,102,2,2,2,Apartamento,cristales,-76548,3442
7186,Zona Oeste,11,6,420,111,2,3,3,Apartamento,cristales,-76548,3429
