id,zona,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud
1471,Zona Sur,3,4,170,60,NA,2,3,Apartamento,caney,-76516,3382
1472,Zona Sur,8,3,288,85,1,2,4,Apartamento,caney,-76516,3382
1473,Zona Sur,7,5,155,59,NA,2,2,Apartamento,caney,-76516,3385
1474,Zona Sur,8,4,148,60,NA,2,2,Apartamento,caney,-76516,3385
1475,Zona Sur,1,4,195,80,NA,2,3,Apartamento,caney,-76516,3382
1476,Zona Sur,1,4,195,83,NA,2,2,Apartamento,caney especial,-76516,3382
1298,Zona Norte,3,4,690,358,6,8,9,Casa,vipasa,-76515,3476
1299,Zona Norte,NA,5,530,280,5,3,5,Casa,urbanización la merced,-76515,3482
1300,Zona Norte,NA,5,485,280,2,4,3,Casa,urbanización la flora,-76515,3486
1301,Zona Norte,NA,5,430,180,2,4,3,Casa,urbanización la flora,-76515,3489
1302,Zona Norte,3,5,360,160,2,3,3,Casa,urbanización la flora,-76515,3491
1303,Zona Norte,3,5,520,235,1,4,5,Casa,urbanización la flora,-76515,3486
1304,Zona Norte,2,5,320,90,2,3,3,Casa,urbanización la flora,-76515,3488
1305,Zona Sur,NA,5,750,433,NA,5,10,Casa,templete,-76515,3421
1306,Zona Sur,4,3,450,450,2,5,7,Casa,santa mónica popular,-76515,3437
1307,Zona Sur,2,4,298,200,2,4,4,Casa,ciudad real,-76515,3385
1308,Zona Sur,3,4,370,270,1,4,4,Casa,ciudad real,-76515,3382
1309,Zona Oriente,2,3,190,160,NA,2,6,Casa,ciudad córdoba,-76515,3398
1310,Zona Sur,NA,4,390,140,9,5,5,Casa,ciudad 2000,-76515,3393
1311,Zona Sur,NA,3,580,450,4,4,7,Casa,la buitrera,-76515,3461
1312,Zona Sur,NA,4,140,60,1,2,3,Apartamento,valle del lili,-76515,3.36911
1313,Zona Sur,2,4,147,49,NA,2,2,Apartamento,valle del lili,-76515,3.36911
1314,Zona Sur,5,4,140,50,NA,2,3,Apartamento,valle del lili,-76515,3365
1315,Zona Sur,2,5,185,62,1,2,3,Apartamento,valle del lili,-76515,3369
1316,Zona Sur,2,5,180,61,1,2,3,Apartamento,valle del lili,-76515,3369
1317,Zona Sur,4,4,130,65,NA,2,3,Apartamento,valle del lili,-76515,3365
1318,Zona Norte,2,5,240,72,1,2,3,Apartamento,urbanización la flora,-76515,3.49
1319,Zona Norte,NA,5,328,120,1,3,3,Apartamento,prados del norte,-76515,3462
1320,Zona Norte,1,3,100,53,NA,1,3,Apartamento,paso del comercio,-76515,3468
1321,Zona Norte,NA,4,750,392,1,4,4,Apartamento,la flora,-76515,3489
1322,Zona Norte,1,5,290,108,1,2,3,Apartamento,la flora,-76515,3491
1323,Zona Sur,6,4,200,78,1,2,3,Apartamento,caney,-76515,3389
1324,Zona Norte,NA,3,115,58,NA,2,3,Apartamento,brisas de los,-76515,3475
1225,Zona Oriente,NA,3,380,150,4,2,6,Casa,prados de oriente,-76514,3437
1226,Zona Norte,3,3,480,300,NA,5,4,Casa,porvenir,-76514,3459
1227,Zona Norte,NA,4,360,360,NA,3,6,Casa,la merced,-76514,3479
1228,Zona Sur,NA,5,550,380,2,4,4,Casa,el lido,-76514,3406
1229,Zona Norte,2,4,570,270,2,4,4,Casa,la flora,-76514,3484
1230,Zona Norte,NA,5,390,400,2,2,5,Casa,la flora,-76514,3484
1231,Zona Sur,3,5,1000,500,4,5,4,Casa,ciudad jardín,-76514,3396
1232,Zona Sur,NA,4,290,240,NA,3,5,Casa,caney,-76514,3387
1233,Zona Norte,NA,5,420,102,2,3,3,Apartamento,urbanización la flora,-76514,3485
1234,Zona Norte,3,4,270,100,1,2,3,Apartamento,urbanización la flora,-76514,3.49
1235,Zona Sur,1,4,140,44,1,1,2,Apartamento,san fernando,-76514,3413
1236,Zona Norte,NA,3,95,55,1,1,3,Apartamento,las ceibas,-76514,3454
1237,Zona Oeste,NA,6,850,178,2,4,3,Apartamento,cristales,-76514,3462
1238,Zona Sur,NA,4,290,86,2,2,3,Apartamento,ciudad bochalema,-76514,3406
1239,Zona Norte,NA,3,130,54,NA,2,2,Apartamento,brisas de los,-76514,3476
1240,Zona Sur,NA,4,265,86,1,2,2,Apartamento,bochalema,-76514,3406
1241,Zona Sur,NA,3,135,117,NA,2,3,Apartamento,alameda,-76514,3441
1185,Zona Sur,1,4,285,120,1,3,3,Casa,valle del lili,-76513,3421
1186,Zona Norte,NA,5,690,380,2,4,5,Casa,urbanización la flora,-76513,3491
1187,Zona Norte,NA,5,450,240,NA,4,5,Casa,prados del norte,-76513,3423
1188,Zona Oriente,3,3,350,330,NA,8,8,Casa,la fortaleza,-76513,3421
1189,Zona Norte,NA,3,330,400,NA,5,8,Casa,la floresta,-76513,3444
1190,Zona Norte,2,5,395,145,2,2,4,Casa,la flora,-76513,3488
1191,Zona Norte,NA,5,405,280,NA,2,4,Casa,flora industrial,-76513,3484
1192,Zona Oriente,NA,3,125,52,NA,2,3,Casa,ciudad córdoba reservado,-76513,3396
1193,Zona Sur,NA,4,270,90,NA,2,4,Casa,ciudad 2000,-76513,3396
1194,Zona Norte,NA,5,260,120,2,2,4,Apartamento,rincon de la,-76513,3.49
1195,Zona Norte,4,3,132,50,NA,2,3,Apartamento,los andes,-76513,3464
1196,Zona Norte,NA,5,270,88,1,2,3,Apartamento,la flora,-76513,3.49
1197,Zona Oeste,NA,6,1350,221,3,3,3,Apartamento,cristales,-76513,3421
1198,Zona Oeste,NA,6,320,84,2,2,2,Apartamento,cristales,-76513,3463
1151,Zona Norte,NA,5,320,210,2,3,5,Casa,urbanización la merced,-76512,3476
1152,Zona Oriente,1,3,265,262,3,6,7,Casa,la floresta,-76512,3442
1153,Zona Oriente,3,3,220,200,NA,4,9,Casa,ciudad córdoba,-76512,3397
1154,Zona Sur,NA,4,340,245,NA,3,4,Casa,ciudad 2000,-76512,3.4
1155,Zona Norte,8,5,290,76,1,2,2,Apartamento,urbanización la flora,-76512,3489
1156,Zona Centro,NA,4,150,72,1,2,3,Apartamento,torres de comfandi,-76512,3449
1157,Zona Sur,7,4,225,84,1,2,3,Apartamento,bochalema,-76512,3405
1158,Zona Oeste,11,6,1300,230,3,4,3,Apartamento,aguacatal,-76512,3402
1116,Zona Sur,NA,4,270,168,1,2,3,Casa,valle del lili,-76511,3392
1117,Zona Oriente,NA,3,310,360,1,4,9,Casa,el troncal,-76511,3451
1118,Zona Oriente,NA,3,300,70,NA,2,3,Casa,santa monica popular,-76511,3436
1119,Zona Centro,NA,3,350,245,NA,2,4,Casa,san carlos,-76511,3425
1120,Zona Oriente,NA,3,370,308,1,7,9,Casa,rafael uribe uribe,-76511,3.44
1121,Zona Norte,NA,3,400,300,NA,8,8,Casa,prados del norte,-76511,3464
1122,Zona Sur,NA,3,420,360,3,4,6,Casa,ciudad modelo,-76511,3417
1123,Zona Oriente,NA,3,240,280,NA,4,9,Casa,ciudad córdoba,-76511,3396
1124,Zona Oriente,2,3,100,52,NA,2,1,Casa,ciudad córdoba,-76511,3395
1125,Zona Oriente,NA,3,155,165,1,3,3,Casa,ciudad córdoba,-76511,3398
1126,Zona Sur,NA,5,380,151,1,3,3,Casa,alferez real,-76511,3452
1127,Zona Norte,NA,3,250,135,NA,3,4,Casa,alamos,-76511,3486
1128,Zona Sur,NA,5,300,93,1,3,3,Apartamento,valle del lili,-76511,3453
1129,Zona Oeste,10,6,380,180,2,4,4,Apartamento,santa teresita,-76511,3473
1130,Zona Centro,4,4,170,96,1,3,2,Apartamento,flora industrial,-76511,3.47
1131,Zona Norte,NA,4,145,75,1,2,3,Apartamento,ciudad los alamos,-76511,3483
1132,Zona Centro,NA,5,325,89,1,2,3,Apartamento,centelsa,-76511,3487
1133,Zona Sur,NA,5,250,90,1,2,3,Apartamento,bochalema,-76511,3469
1134,Zona Norte,NA,4,155,78,1,2,3,Apartamento,alamos,-76511,3482
1065,Zona Norte,2,3,350,350,10,2,4,Casa,manzanares,-76509,3464
1066,Zona Norte,NA,3,400,350,3,4,7,Casa,las acacias,-76509,3438
1067,Zona Sur,NA,3,240,217,NA,2,3,Casa,la independencia,-76509,3433
1068,Zona Sur,NA,5,250,84,2,3,3,Apartamento,valle del lili,-76509,3429
1069,Zona Oriente,NA,3,240,233,NA,4,6,Apartamento,el troncal,-76509,3.45
1070,Zona Oriente,NA,3,88,54,NA,1,2,Apartamento,ciudad córdoba,-76509,3399
1021,Zona Oriente,NA,3,195,190,NA,3,5,Casa,el troncal,-76508,3451
1022,Zona Oriente,1,3,210,117,NA,3,2,Casa,el troncal,-76508,3.45346
1023,Zona Norte,2,3,580,300,NA,2,4,Casa,las delicias,-76508,3.46
1024,Zona Norte,3,3,350,150,1,2,5,Casa,las am√©ricas,-76508,3447
1025,Zona Norte,NA,3,310,265,2,3,3,Casa,la esmeralda,-76508,3459
1026,Zona Sur,4,5,180,87,1,3,3,Apartamento,templete,-76508,3448
1027,Zona Oeste,NA,6,520,177,2,3,3,Apartamento,santa teresita,-76508,3473
1028,Zona Sur,5,5,280,121,1,2,3,Apartamento,Santa Anita,-76508,3401
1029,Zona Sur,8,4,250,70,1,2,2,Apartamento,guadalupe,-76508,3402
1030,Zona Norte,NA,4,280,65,1,2,3,Apartamento,la flora,-76508,3485
1031,Zona Sur,NA,4,180,70,1,2,2,Apartamento,bochalema,-76508,3463
978,Zona Norte,1,5,850,428,3,6,6,Casa,urbanización la flora,-76507,3402
979,Zona Norte,NA,3,420,60,NA,2,2,Casa,unión de vivienda,-76507,3411
980,Zona Oriente,3,3,475,348,NA,6,9,Casa,santa fe,-76507,3439
981,Zona Norte,NA,4,310,100,2,4,5,Casa,la merced,-76507,3473
982,Zona Oriente,NA,3,169,160,NA,4,6,Casa,ciudad córdoba,-76507,3405
983,Zona Oeste,10,6,1150,194,3,4,3,Apartamento,santa teresita,-76507,3403
984,Zona Oeste,NA,6,1400,345,2,4,3,Apartamento,el peñon,-76507,3401
985,Zona Norte,NA,3,120,80,1,2,3,Apartamento,las delicias,-76507,3.46
986,Zona Norte,NA,4,145,60,NA,2,3,Apartamento,alamos,-76507,3486
927,Zona Norte,NA,5,600,331,4,3,4,Casa,urbanización la flora,-76506,3.48
928,Zona Sur,NA,4,260,100,1,2,4,Casa,santa isabel,-76506,3418
929,Zona Oriente,1,3,215,205,NA,4,8,Casa,chapinero,-76506,3446
930,Zona Sur,NA,3,150,108,NA,1,3,Casa,belalcazar,-76506,3404
931,Zona Norte,NA,3,400,150,1,3,7,Casa,atanasio girardot,-76506,3443
932,Zona Oriente,1,3,160,93,NA,1,3,Apartamento,el troncal,-76506,3451
933,Zona Norte,5,3,140,60,NA,2,2,Apartamento,rincón de salomia,-76506,3468
934,Zona Sur,4,3,145,70,1,1,3,Apartamento,departamental,-76506,3401
935,Zona Norte,NA,3,116,54,NA,2,3,Apartamento,alamos,-76506,3.49
936,Zona Norte,NA,4,115,55,NA,1,3,Apartamento,alamos,-76506,3492
894,Zona Norte,NA,3,299,162,NA,3,3,Casa,salomia,-76505,3464
895,Zona Sur,NA,5,340,114,1,4,4,Casa,riveras del valle,-76505,3399
896,Zona Sur,1,3,250,130,1,4,4,Casa,el guabal,-76505,3399
897,Zona Oriente,NA,3,110,60,NA,1,2,Casa,ciudad del campo,-76505,3425
898,Zona Oriente,NA,3,125,100,NA,2,3,Casa,ciudad córdoba,-76505,3401
899,Zona Sur,3,4,226,72,1,2,3,Apartamento,valle del lili,-76505,3403
900,Zona Norte,4,3,125,60,1,2,3,Apartamento,el troncal,-76505,3451
901,Zona Oriente,NA,3,119,61,NA,2,3,Apartamento,el troncal,-76505,3451
902,Zona Oeste,NA,5,450,203,NA,3,3,Apartamento,santa teresita,-76505,3402
903,Zona Sur,5,4,165,60,NA,2,3,Apartamento,bochalema,-76505,3398
904,Zona Sur,8,5,280,94,1,2,3,Apartamento,bochalema,-76505,3451
905,Zona Norte,11,4,140,62,NA,2,2,Apartamento,alamos,-76505,3488
906,Zona Norte,NA,3,160,61,1,2,3,Apartamento,alamos,-76505,3489
907,Zona Norte,9,4,135,60,1,2,3,Apartamento,alamos,-76505,3488
908,Zona Norte,NA,3,115,55,NA,1,3,Apartamento,alameda del rio,-76505,3492
842,Zona Norte,3,3,168,100,NA,2,3,Casa,villa de veracruz,-76504,3401
843,Zona Oriente,3,3,300,450,NA,5,7,Casa,el troncal,-76504,3448
844,Zona Norte,NA,3,300,255,NA,2,6,Casa,popular,-76504,3447
845,Zona Sur,2,5,400,140,2,4,4,Casa,la hacienda,-76504,3.4
846,Zona Sur,3,6,1650,240,4,8,7,Casa,ciudad jardín,-76504,3401
847,Zona Oriente,NA,3,155,190,NA,3,7,Casa,ciudad córdoba,-76504,3404
848,Zona Oriente,1,3,80,50,NA,1,2,Casa,ciudad córdoba,-76504,3.4
849,Zona Oriente,3,3,140,160,NA,3,5,Casa,ciudad córdoba,-76504,3399
850,Zona Oriente,3,3,270,156,NA,2,6,Casa,ciudad cordoba,-76504,3403
851,Zona Norte,NA,3,400,300,NA,4,3,Casa,chapinero,-76504,3444
852,Zona Norte,NA,5,340,208,NA,6,4,Casa,el bosque,-76504,3463
853,Zona Norte,NA,5,360,172,NA,6,5,Casa,el bosque,-76504,3463
854,Zona Oriente,2,3,85,60,NA,2,2,Casa,benjamín herrera,-76504,3.4
855,Zona Oriente,1,3,62,61,NA,1,2,Apartamento,villa del lago,-76504,3436
856,Zona Sur,9,4,320,98,2,3,4,Apartamento,valle del lili,-76504,3401
857,Zona Sur,10,4,260,78,2,2,3,Apartamento,valle del lili,-76504,3469
858,Zona Sur,1,4,220,72,1,2,3,Apartamento,valle del lili,-76504,3461
859,Zona Oeste,5,6,430,138,2,3,3,Apartamento,santa rita,-76504,3408
860,Zona Sur,3,3,109,52,NA,2,3,Apartamento,mel√©ndez,-76504,3.4
861,Zona Sur,3,5,283,62,1,2,1,Apartamento,mayapan las vegas,-76504,3401
862,Zona Sur,1,5,314,67,2,2,2,Apartamento,mayapan las vegas,-76504,3401
863,Zona Sur,4,4,128,55,1,1,2,Apartamento,colseguros,-76504,3.4
864,Zona Norte,NA,3,128,54,1,2,3,Apartamento,brisas de los,-76504,3494
769,Zona Sur,1,3,220,192,1,3,6,Casa,el guabal,-76503,3401
770,Zona Oriente,NA,3,220,230,NA,3,9,Casa,ciudad córdoba,-76503,3405
771,Zona Sur,3,3,270,130,NA,5,6,Casa,ciudad córdoba,-76503,3401
772,Zona Oriente,1,3,238,125,NA,1,4,Casa,chapinero,-76503,3444
773,Zona Norte,NA,3,125,60,NA,2,2,Casa,brisas de los,-76503,3493
774,Zona Norte,NA,3,160,100,NA,2,4,Casa,brisas de los,-76503,3492
775,Zona Sur,2,4,195,100,1,3,4,Apartamento,vipasa,-76503,3.4
776,Zona Sur,3,3,75,60,NA,1,2,Apartamento,villa del sur,-76503,3432
777,Zona Sur,3,4,163,60,NA,2,3,Apartamento,valle del lili,-76503,3483
778,Zona Sur,6,4,136,62,1,2,3,Apartamento,valle del lili,-76503,3483
779,Zona Sur,1,5,270,90,1,2,3,Apartamento,valle del lili,-76503,3476
780,Zona Sur,NA,4,225,65,1,2,3,Apartamento,valle del lili,-76503,3476
781,Zona Sur,7,5,250,70,1,2,3,Apartamento,valle del lili,-76503,3476
782,Zona Sur,8,4,242,76,2,2,3,Apartamento,valle del lili,-76503,3476
783,Zona Sur,10,5,360,105,2,2,3,Apartamento,valle del lili,-76503,3401
784,Zona Sur,1,4,220,74,1,2,3,Apartamento,valle del lili,-76503,3476
785,Zona Sur,10,5,200,61,1,2,3,Apartamento,valle del lili,-76503,3476
786,Zona Sur,NA,5,300,132,2,3,3,Apartamento,seminario,-76503,3401
787,Zona Norte,1,5,320,87,1,2,3,Apartamento,la flora,-76503,3482
788,Zona Norte,9,5,400,115,2,2,3,Apartamento,la flora,-76503,3482
789,Zona Norte,1,5,300,100,1,2,3,Apartamento,la flora,-76503,3482
790,Zona Norte,NA,3,140,57,1,2,3,Apartamento,conjunto gibraltar,-76503,3444
791,Zona Sur,5,3,130,58,1,1,3,Apartamento,ciudadela comfandi,-76503,3.4
792,Zona Norte,4,3,97,57,1,2,3,Apartamento,brisas de los,-76503,3493
793,Zona Sur,5,4,121,47,NA,1,2,casa,bochalema,-76503,3398
724,Zona Sur,NA,5,550,142,2,3,3,Casa,seminario,-76502,3402
725,Zona Norte,NA,3,350,200,1,2,6,Casa,salomia,-76502,3463
726,Zona Sur,NA,6,1270,300,4,4,3,Casa,pance,-76502,3398
727,Zona Sur,2,6,1600,720,3,6,6,Casa,pance,-76502,3401
728,Zona Oriente,2,3,300,250,1,5,6,Casa,nueva floresta,-76502,3437
729,Zona Sur,1,3,280,203,NA,3,6,Casa,guayaquil,-76502,3.4
730,Zona Sur,NA,4,367,261,2,5,6,Casa,departamental,-76502,3401
731,Zona Oriente,NA,3,235,230,1,3,5,Casa,chapinero,-76502,3444
732,Zona Norte,NA,3,165,100,NA,2,4,CASA,brisas de los,-76502,3472
733,Zona Norte,NA,3,130,70,NA,2,3,Casa,brisas de los,-76502,3493
734,Zona Norte,4,3,110,58,NA,1,3,Apartamento,torres de comfandi,-76502,3475
735,Zona Norte,NA,3,130,60,NA,2,3,Apartamento,torres de comfandi,-76502,3475
736,Zona Sur,2,3,170,64,NA,2,3,Apartamento,la selva,-76502,3445
737,Zona Oeste,4,6,1150,364,3,4,3,Apartamento,santa rita,-76502,3491
738,Zona Sur,3,5,385,118,2,3,4,Apartamento,multicentro,-76502,3.4
739,Zona Sur,NA,3,100,61,1,2,3,Apartamento,colinas del sur,-76502,3.4
740,Zona Sur,6,4,260,86,1,2,3,Apartamento,bochalema,-76502,3.4
741,Zona Sur,NA,5,164,54,1,2,3,Apartamento,bochalema,-76502,3452
675,Zona Oriente,NA,3,320,260,4,6,6,Casa,villa colombia,-76501,3446
676,Zona Sur,2,5,540,282,2,5,5,Casa,el ingenio iii,-76501,3399
677,Zona Norte,1,5,430,357,3,3,5,Casa,la flora,-76501,3416
678,Zona Sur,NA,4,385,103,1,2,2,Casa,ciudad 2000,-76501,3485
679,Zona Sur,2,4,365,230,2,4,3,Casa,ciudad 2000,-76501,3419
680,Zona Sur,1,4,160,60,NA,2,3,APARTAMENTO,valle del lili,-76501,3.4
681,Zona Sur,11,5,380,107,2,3,3,APARTAMENTO,valle del lili,-76501,3441
682,Zona Sur,NA,4,210,70,1,2,3,APARTAMENTO,valle del lili,-76501,3443
683,Zona Norte,NA,3,110,50,NA,2,3,APARTAMENTO,torres de comfandi,-76501,3478
684,Zona Oeste,9,6,1270,153,2,6,4,APARTAMENTO,santa teresita,-76501,3.4
685,Zona Oeste,NA,6,1050,171,3,3,3,APARTAMENTO,normandía,-76501,3401
686,Zona Norte,3,4,140,58,NA,2,2,APARTAMENTO,menga,-76501,3444
687,Zona Norte,NA,4,245,72,1,2,3,APARTAMENTO,los parques barranquilla,-76501,3478
688,Zona Sur,NA,5,280,130,2,3,3,APARTAMENTO,el limonar,-76501,3401
689,Zona Sur,1,4,170,65,1,2,2,APARTAMENTO,fuentes de la,-76501,3414
690,Zona Norte,NA,4,143,60,NA,1,2,APARTAMENTO,colinas de menga,-76501,3444
691,Zona Sur,5,3,120,48,NA,1,2,APARTAMENTO,ciudad universitaria,-76501,3449
692,Zona Sur,1,3,108,62,NA,1,3,APARTAMENTO,ciudad pacifica,-76501,3449
693,Zona Sur,9,4,225,72,1,2,3,APARTAMENTO,bochalema,-76501,3.4
694,Zona Sur,NA,4,170,60,NA,2,3,APARTAMENTO,bochalema,-76501,3.45
695,Zona Sur,7,4,155,60,NA,2,3,APARTAMENTO,bochalema,-76501,3451
696,Zona Sur,NA,4,180,57,NA,2,2,APARTAMENTO,bochalema,-76501,3.45
697,Zona Sur,NA,4,165,65,NA,2,3,APARTAMENTO,bochalema,-76501,3442
698,Zona Sur,2,3,78,40,1,1,2,APARTAMENTO,aguablanca,-76501,3.4
568,Zona Oriente,NA,3,500,500,NA,3,5,Casa,villa colombia,-76499,3446
569,Zona Sur,NA,4,348,109,2,3,4,Casa,valle del lili,-76499,3446
570,Zona Sur,2,4,345,96,1,3,3,Casa,valle del lili,-76499,3445
571,Zona Sur,NA,5,320,102,2,3,3,Casa,valle del lili,-76499,3445
572,Zona Centro,NA,3,520,583,1,5,9,Casa,san bosco,-76499,3443
573,Zona Norte,2,3,295,60,NA,1,2,Casa,portales de comfandi,-76499,3483
574,Zona Norte,11,5,360,85,1,2,3,apto,urbanización la flora,-76499,3442
575,Zona Norte,1,3,120,55,NA,1,3,apto,torres de comfandi,-76499,3476
576,Zona Norte,3,3,118,55,NA,1,3,apto,torres de comfandi,-76499,3476
577,Zona Norte,4,3,110,65,NA,1,3,apto,salomia,-76499,3465
578,Zona Norte,5,4,152,66,1,3,3,apto,pacará,-76499,3445
579,Zona Norte,5,4,150,77,1,2,3,apto,pacara,-76499,3469
580,Zona Norte,NA,4,160,55,NA,2,3,apto,metropolitano del norte,-76499,3479
581,Zona Norte,NA,3,90,53,NA,1,2,apto,los guaduales,-76499,3425
582,Zona Sur,NA,4,550,197,2,4,3,apto,el ingenio,-76499,3471
583,Zona Oriente,3,3,100,65,NA,2,3,apto,calipso,-76499,3428
584,Zona Norte,3,3,125,60,NA,1,3,apto,brisas de los,-76499,3496
585,Zona Norte,NA,3,115,58,NA,2,3,apto,brisas de los,-76499,3496
518,Zona Norte,NA,3,175,120,NA,3,4,Casa,villas de veracruz,-76498,3476
519,Zona Norte,2,5,125,45,NA,2,3,Casa,villa de veracruz,-76498,3476
520,Zona Norte,3,4,223,73,1,3,4,Casa,villa del sol,-76498,3481
521,Zona Norte,4,3,550,588,2,6,9,Casa,villa colombia,-76498,3445
522,Zona Sur,3,5,650,360,2,6,5,Casa,valle del lili,-76498,3.43
523,Zona Oriente,NA,3,180,145,NA,4,3,Casa,ciudad córdoba,-76498,3406
524,Zona Norte,NA,3,420,467,NA,4,8,Casa,calima,-76498,3429
525,Zona Norte,NA,3,130,65,1,2,3,Apartamento,villa del sol,-76498,3484
526,Zona Sur,11,5,270,101,2,3,3,Apartamento,santa anita,-76498,3448
527,Zona Norte,NA,3,118,62,NA,1,3,Apartamento,salomia,-76498,3467
528,Zona Norte,NA,3,120,48,1,2,3,Apartamento,los robles,-76498,3477
529,Zona Norte,NA,3,75,57,1,1,3,Apartamento,guaduales,-76498,3494
530,Zona Norte,5,3,130,60,NA,1,2,Apartamento,brisas de los,-76498,3497
476,Zona Oriente,NA,3,233,230,NA,3,7,Casa,urbanización la nueva,-76497,3413
477,Zona Norte,NA,3,240,240,1,2,4,Casa,urbanización barranquilla,-76497,3475
478,Zona Oriente,NA,3,227,380,NA,3,6,Casa,el tr√©bol,-76497,3441
479,Zona Norte,NA,3,450,228,NA,5,7,Casa,los andes,-76497,3469
480,Zona Norte,4,3,430,228,NA,5,7,Casa,los andes,-76497,3469
481,Zona Oriente,NA,3,131,46,NA,1,3,Casa,calipso,-76497,3425
482,Zona Centro,NA,5,350,152,1,4,3,Apartamento,santa anita,-76497,3.44
483,Zona Norte,NA,3,90,53,NA,1,3,Apartamento,floralia,-76497,3494
484,Zona Norte,3,3,75,54,NA,1,3,Apartamento,chiminangos,-76497,3476
485,Zona Sur,4,5,360,110,2,2,3,Apartamento,camino real,-76497,3463
442,Zona Norte,NA,3,135,90,NA,2,3,Casa,villa del prado,-76496,3466
443,Zona Oriente,2,3,220,170,3,3,6,Casa,el tr√©bol,-76496,3442
444,Zona Oriente,2,3,200,140,NA,3,6,Casa,nueva floresta,-76496,3441
445,Zona Norte,NA,3,412,416,1,5,7,Casa,la base,-76496,3.45
446,Zona Norte,NA,3,412,140,1,4,6,Casa,base a√©rea,-76496,3.45
447,Zona Norte,NA,3,198,90,NA,2,4,Apartamento,villa de veracruz,-76496,3476
448,Zona Norte,2,3,135,57,NA,2,3,Apartamento,villa del sol,-76496,3.47718
449,Zona Norte,5,4,120,60,1,2,3,Apartamento,villa del sol,-76496,3482
450,Zona Oeste,NA,6,1583,229,3,4,3,Apartamento,santa teresita,-76496,3469
451,Zona Oeste,NA,6,1250,229,2,5,3,Apartamento,santa teresita,-76496,3469
452,Zona Norte,NA,3,116,60,NA,2,3,Apartamento,oasis de comfandi,-76496,3489
453,Zona Norte,9,5,420,115,2,4,3,Apartamento,la flora,-76496,3475
391,Zona Norte,3,3,175,180,NA,2,3,Casa,villa del prado,-76495,3.46589
392,Zona Norte,NA,4,223,73,1,3,4,Casa,villa del sol,-76495,3484
393,Zona Norte,NA,4,250,115,1,3,3,Casa,villa del sol,-76495,3483
394,Zona Norte,2,3,145,90,NA,2,3,Casa,villa del prado,-76495,3466
395,Zona Norte,2,3,140,70,NA,2,3,Casa,villa del prado,-76495,3465
396,Zona Norte,NA,5,350,99,1,3,3,Casa,urbanización la flora,-76495,3467
397,Zona Norte,5,3,125,58,NA,2,3,Apartamento,metropolitano del norte,-76495,3485
398,Zona Norte,NA,4,120,65,NA,1,3,Apartamento,los parques barranquilla,-76495,3478
399,Zona Norte,NA,5,290,78,1,2,3,Apartamento,la flora,-76495,3465
400,Zona Oeste,NA,5,165,70,NA,1,2,Apartamento,cristales,-76495,3451
401,Zona Norte,3,3,115,55,NA,2,3,Apartamento,brisas de los,-76495,3491
348,Zona Norte,NA,3,210,100,NA,3,4,Casa,villas de veracruz,-76494,3473
349,Zona Norte,2,3,165,140,1,2,3,Casa,villa de veracruz,-76494,3473
350,Zona Norte,NA,3,330,150,3,3,4,Casa,la villa del,-76494,3466
351,Zona Norte,2,5,550,300,2,4,5,Casa,urbanización la flora,-76494,3466
352,Zona Norte,2,4,480,335,2,3,4,Casa,san vicente,-76494,3466
353,Zona Sur,1,3,245,280,NA,2,5,Casa,libertadores,-76494,3466
354,Zona Oriente,1,3,250,120,1,2,3,Casa,ciudad modelo,-76494,3466
355,Zona Sur,NA,6,575,155,2,3,3,Casa,ciudad jardín,-76494,3449
356,Zona Oriente,NA,3,130,110,NA,2,4,Casa,calipso,-76494,3429
357,Zona Sur,NA,4,159,55,1,2,3,Apartamento,valle del lili,-76494,3471
358,Zona Norte,1,3,120,62,NA,1,3,Apartamento,urbanización barranquilla,-76494,3477
359,Zona Norte,NA,3,113,56,NA,2,3,Apartamento,urbanización barranquilla,-76494,3477
360,Zona Norte,NA,5,550,113,2,2,2,Apartamento,santa mónica residencial,-76494,3486
361,Zona Norte,9,4,205,70,NA,2,2,Apartamento,prados del norte,-76494,3466
362,Zona Norte,4,3,115,58,NA,2,3,Apartamento,portada de comfandi,-76494,3488
363,Zona Norte,NA,3,130,62,1,2,3,Apartamento,los parques barranquilla,-76494,3.47455
316,Zona Sur,3,3,280,225,NA,5,8,CASA,urbanizacion el saman,-76493,3468
317,Zona Sur,NA,4,325,200,1,3,4,CASA,colseguros andes,-76493,3414
318,Zona Sur,1,4,160,60,NA,3,2,Apartamento,valle del lili,-76493,3467
319,Zona Sur,8,4,175,60,NA,2,2,Apartamento,valle del lili,-76493,3467
320,Zona Sur,NA,4,159,55,1,2,3,Apartamento,valle del lili,-76493,3467
321,Zona Sur,NA,4,159,55,1,2,3,Apartamento,valle del lili,-76493,3467
322,Zona Sur,NA,4,159,55,NA,2,3,Apartamento,valle del lili,-76493,3467
323,Zona Sur,NA,4,159,54,NA,2,3,Apartamento,valle del lili,-76493,3467
324,Zona Sur,NA,4,190,50,10,2,4,Apartamento,valle del lili,-76493,3468
325,Zona Sur,NA,5,160,54,1,1,2,Apartamento,valle del lili,-76493,3467
326,Zona Norte,NA,3,120,75,NA,2,2,Apartamento,paso del comercio,-76493,3485
327,Zona Norte,4,3,105,59,NA,2,3,Apartamento,los alcazares,-76493,3.48547
